source_id,ra,dec,parallax,parallax_over_error,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,teff_gspphot,logg_gspphot,radius_gspphot,mh_gspphot
3541696075995766272,175.3981464879545,-20.938881662784006,0.5849170494350149,17.634516,0.95464426,15.299924,15.628076,14.805326,0.82274914,5599.6772,3.8779,1.7774,-0.5175
5226206163870535168,166.06314194863504,-73.77476721327874,1.5544066262231506,26.821775,0.9716348,17.020935,17.942682,16.07042,1.872263,4253.7505,4.4787,0.8272,-0.0477
5748732984607474560,129.47993664675485,-10.39141121812342,4.1251148469014245,92.901634,0.9854621,16.000555,17.171108,14.922491,2.2486172,3665.878,4.5942,0.5968,-0.3356
3780083695978050176,153.4560960211637,-4.448880303487653,1.811376048274933,10.1705885,0.98477525,18.48088,19.764776,17.330528,2.434248,3397.1003,4.697,0.3491,-0.6587
5605791147249935872,110.58709824907292,-29.471360446942768,0.9227500339087886,82.85441,0.99361867,13.280326,13.542243,12.8609085,0.6813345,6365.035,4.1008,1.6858,-0.2025
6468402996125323520,304.6863432755722,-58.029141456483785,0.5442839599087665,15.853807,1.0768745,15.516664,15.857355,15.002265,0.85509014,5581.287,3.8591,1.7981,-0.5946
1056775676684229248,177.16167552305592,66.13261526428978,1.0135998348593502,16.489588,0.9978371,16.963928,17.620779,16.196438,1.4243412,4352.871,4.5447,0.765,0.0172
2038867537170143488,291.1543201123191,30.18069688097045,0.4338304754090008,15.933411,0.9768215,15.521204,15.824527,15.012033,0.8124933,6021.68,4.0609,1.5134,-0.3355
4238977969197831936,296.7171372451858,0.6027984247619075,0.8100780655978058,23.97607,1.0774527,15.413235,15.835415,14.818542,1.0168734,5768.6323,4.4193,0.9048,-0.4492
5205516516128444928,148.13248637292224,-74.55872363287257,2.97671953732825,131.55725,0.9958595,15.302957,16.14028,14.403126,1.737154,4317.9277,4.617,0.6673,0.0788
1773408218610878208,324.97052803836226,16.57573568555397,1.4587003692266136,46.631306,1.0299965,15.458483,15.974546,14.786823,1.1877232,4930.48,4.6301,0.6489,-0.4677
2031182088379454208,295.33844115130313,27.968890870696377,0.402659722325187,17.02013,0.92884636,15.1919155,15.739917,14.486112,1.2538052,6262.881,3.7971,2.4953,-0.0678
3098872062879288448,100.56823250757071,-8.105994279481424,0.7354643050347499,25.573345,1.0222317,15.282417,15.730432,14.661621,1.0688105,6004.874,4.2891,1.0754,-0.5331
3115826497820662912,105.91226558211393,2.8760431273424634,0.9966594420736841,26.527773,1.0131247,15.457918,15.962741,14.792909,1.1698322,4795.3623,4.3698,0.9801,-0.7077
2023644317650574208,287.6533196015729,24.990794099287076,0.20301308822251743,14.955263,1.154557,13.631299,14.608722,12.661383,1.947339,4509.264,1.9459,33.4449,0.1417
3326081772773337984,99.03523846069172,8.260848260585307,0.8916086969945936,15.565131,1.0165833,16.539907,17.131065,15.789145,1.3419199,4882.46,4.5329,0.7045,-1.7278
5850400907857035264,208.09012947428033,-67.94562779144196,0.57550792319356,12.139788,1.0332135,16.741537,17.164196,16.060219,1.1039772,5364.31,4.6963,0.5824,-1.5114
568630412744781312,40.58297771859516,80.54486668378257,0.34660575569988966,10.288948,1.0301847,15.971683,16.384287,15.381647,1.0026398,6270.656,4.2577,1.1562,-0.6832
4299134311936881280,300.76372546761866,8.812429860219472,0.7711856500512576,19.044224,1.0511715,15.631111,16.011276,15.075016,0.9362602,5707.362,4.531,0.7664,-0.7002
